Step;peptides-functional.custom_gnn.sageconv.wothird_ND0.0_L16_0.001.r3 - train/loss;peptides-functional.custom_gnn.sageconv.wothird_ND0.0_L16_0.001.r1 - train/loss;peptides-functional.custom_gnn.sageconv.wothird_ND0.0_L16_0.001.r4 - train/loss;peptides-functional.custom_gnn.sageconv.wothird_ND0.0_L16_0.001.r2 - train/loss;peptides-functional.custom_gnn.sageconv.wothird_ND0.0_L16_0.001.r0 - train/loss;SAGE_mean;SAGE_std
296;0.0538683;0.0448666;0.04762757;0.06129194;0.06797369;0.05512562;0.009567464
297;0.04915376;0.04409328;0.04602058;0.05827049;0.06728376;0.052964374;0.00967772
298;0.04625638;0.04408059;0.04544712;0.05970897;0.06718957;0.052536526;0.010336324
299;0.0470794;0.04369112;0.04616807;0.05654737;0.06658276;0.052013744;0.009494679
300;0.04504919;0.04270365;0.04607592;0.0568769;0.06621391;0.051383914;0.009921595
301;0.04409509;0.0445346;0.04347592;0.05468953;0.06629716;0.05061846;0.009911847
302;0.04362676;0.04418165;0.04255551;0.05527662;0.06483145;0.050094398;0.009716762
303;0.04293067;0.04292989;0.04239415;0.05406291;0.0652157;0.049506664;0.010057568
304;0.04370812;0.04143752;0.04197338;0.05428552;0.06575561;0.04943203;0.010515731
305;0.04098331;0.04006023;0.04456046;0.05390911;0.06684291;0.049271204;0.011247193
306;0.04117134;0.04052431;0.04294498;0.05199227;0.06352735;0.04803205;0.009812001
307;0.0415297;0.04032665;0.04182286;0.0520421;0.06258882;0.047662026;0.009585187
308;0.04052231;0.0403077;0.04037545;0.05158578;0.0616104;0.046880328;0.009553188
309;0.0405188;0.03917045;0.0408272;0.05254885;0.06050409;0.046713878;0.009409465
310;0.03869591;0.03873928;0.04141979;0.05109599;0.06108802;0.046207798;0.009752534
311;0.04038744;0.03856725;0.03947891;0.04982268;0.06146637;0.04594453;0.009786181
312;0.03948522;0.03675546;0.03890656;0.05100445;0.06018014;0.045266366;0.010020611
313;0.03742101;0.03816656;0.03875863;0.04921079;0.05872672;0.044456742;0.009324291
314;0.03716446;0.03781811;0.03874026;0.04888037;0.05967349;0.044455338;0.009760185
315;0.03716455;0.03710201;0.03754592;0.04814144;0.05752051;0.043494886;0.009146595
316;0.03671759;0.03789373;0.03814245;0.04723671;0.05799952;0.043598;0.009086883
317;0.03730945;0.03774213;0.03770589;0.04723007;0.05702432;0.043402372;0.008686494
318;0.03791486;0.03721269;0.03741919;0.04763389;0.05584277;0.04320468;0.00831711
319;0.03602808;0.03537288;0.03603374;0.04928814;0.05643668;0.042631904;0.009678804
320;0.03613968;0.03499874;0.03642258;0.04755981;0.05569276;0.042162714;0.009120573
321;0.03463641;0.03476686;0.03643132;0.04763087;0.05647826;0.041988744;0.009732382
322;0.03380993;0.03665443;0.03533928;0.04654162;0.05414199;0.04129745;0.008740765
323;0.03325668;0.03517371;0.03544407;0.04429117;0.0552351;0.040680146;0.009188734
324;0.03570034;0.0333616;0.03487889;0.04508828;0.05204341;0.040214504;0.008054276
325;0.03320578;0.03203417;0.03655438;0.0438127;0.05360596;0.039842598;0.008958559
326;0.03463102;0.03318214;0.03454607;0.04295934;0.05326194;0.039716102;0.008504238
327;0.03265439;0.03230209;0.03319455;0.04423683;0.05270616;0.039018804;0.009139385
328;0.0321543;0.03128113;0.03299472;0.04410267;0.05174243;0.03845505;0.009075101
329;0.03190085;0.03160296;0.03426816;0.04228211;0.05135072;0.03828096;0.008488697
330;0.03199215;0.03088218;0.03548159;0.04220333;0.05240098;0.038592046;0.008893869
331;0.0314698;0.03115162;0.03564365;0.04269265;0.05045343;0.03828223;0.008243282
332;0.0304907;0.0311988;0.03383893;0.04287055;0.05055229;0.037790254;0.008675003
333;0.0292329;0.03082193;0.03202068;0.04205587;0.05051959;0.036930194;0.009105037
334;0.02933091;0.0289949;0.03159296;0.0416213;0.04899387;0.036106788;0.008850888
335;0.0285228;0.02967214;0.03119888;0.04074112;0.04889529;0.035806046;0.008768975
336;0.02896756;0.03175681;0.03057003;0.04071031;0.0478232;0.035965582;0.008045396
337;0.02920515;0.03108429;0.03043619;0.04093834;0.04767865;0.035868524;0.008092926
338;0.02883437;0.03052847;0.03053706;0.04055872;0.04675825;0.035443374;0.007843792
339;0.0286947;0.02891015;0.03009274;0.04061869;0.04843633;0.035350522;0.008837627
340;0.02745195;0.02888897;0.02967326;0.0387749;0.04628895;0.034215606;0.008082478
341;0.02745708;0.02868267;0.03041046;0.03733523;0.04644236;0.03406556;0.007903847
342;0.02809379;0.02737937;0.03023445;0.037198;0.04553659;0.03368844;0.007676754
343;0.02600699;0.0281693;0.02937298;0.03870417;0.04455536;0.03336176;0.007918375
344;0.02679525;0.02713911;0.02810323;0.03877714;0.04396885;0.032956716;0.007913737
345;0.02536273;0.02624693;0.02729129;0.0388833;0.04385663;0.032328176;0.00846676
346;0.02683159;0.0264662;0.02780181;0.03857075;0.04433936;0.032801942;0.008172809
347;0.02554589;0.02692841;0.02919151;0.03755774;0.04364019;0.032572748;0.007746071
348;0.02559681;0.02668202;0.02743036;0.03728414;0.04297102;0.03199287;0.007720889
349;0.026427;0.02661572;0.0263919;0.03660611;0.04287438;0.031783022;0.007594942
350;0.02546009;0.02650327;0.02715699;0.036048;0.04274231;0.031582132;0.007539059
351;0.02543889;0.02541425;0.02708957;0.03541778;0.043331;0.031338298;0.007880611
352;0.02335523;0.02452594;0.02682343;0.03528117;0.04212167;0.030421488;0.008033466
353;0.02447247;0.02493324;0.02594678;0.0340864;0.04144548;0.030176874;0.007419493
354;0.02406859;0.02347432;0.02723303;0.0340143;0.04062498;0.029883044;0.007320496
355;0.02455744;0.0239984;0.02623209;0.03367861;0.04013834;0.029720976;0.006995832
356;0.02405079;0.02386095;0.02561064;0.03384004;0.04041668;0.02955582;0.007324858
357;0.02278224;0.02395372;0.02468783;0.03297687;0.03967358;0.028814848;0.007285082
358;0.02307273;0.02334078;0.0250888;0.03310867;0.04068758;0.029059712;0.007679838
359;0.02295377;0.02359051;0.02458804;0.03216299;0.03872518;0.028404098;0.00685735
360;0.02262142;0.0229882;0.02444335;0.03270669;0.03847166;0.028246264;0.007039218
361;0.02203691;0.02243007;0.02449099;0.032139;0.03801298;0.02782199;0.007002292
362;0.02189956;0.02271621;0.02392435;0.03158607;0.0376118;0.027547598;0.006818504
363;0.02139513;0.02207829;0.02317807;0.03160487;0.03800619;0.02725251;0.007284696
364;0.02135316;0.02201992;0.02267784;0.03179792;0.03735942;0.027041652;0.007171088
365;0.0214516;0.02222615;0.02304478;0.03127702;0.03718364;0.027036638;0.006913951
366;0.02015581;0.02239908;0.02306469;0.0311064;0.03682958;0.026711112;0.007010063
367;0.02053365;0.02155804;0.02267579;0.03031229;0.03672763;0.02636148;0.006958572
368;0.02016291;0.02100202;0.02183376;0.03160355;0.03600227;0.026120902;0.007207307
369;0.02046129;0.02100242;0.02157466;0.02947645;0.03467398;0.02543776;0.006343891
370;0.0195167;0.0207273;0.02220146;0.0295472;0.03583575;0.025565682;0.006939829
371;0.01951564;0.02018755;0.02245343;0.02937242;0.03569444;0.025444696;0.00693223
372;0.020019;0.02030329;0.02146951;0.02884863;0.0345243;0.025032946;0.006419747
373;0.01923778;0.01990457;0.02172007;0.02929566;0.03451754;0.024935124;0.006688418
374;0.01929326;0.01992056;0.02077519;0.02837117;0.034247;0.024521436;0.006556357
375;0.01943157;0.01961278;0.02038123;0.02844117;0.03441689;0.024456728;0.006715771
376;0.01881538;0.02004667;0.02064086;0.0282551;0.03350382;0.024252366;0.006362055
377;0.01996638;0.0199186;0.02058261;0.02789061;0.03335715;0.02434307;0.006056218
378;0.01833718;0.01948546;0.02079101;0.02849709;0.03368996;0.02416014;0.006647126
379;0.01864268;0.01921035;0.0203215;0.02779953;0.03305664;0.02380614;0.006353035
380;0.01764693;0.01927687;0.01985612;0.02719163;0.03251812;0.023297934;0.006326958
381;0.01775127;0.01903352;0.0196188;0.02744163;0.03270565;0.023310174;0.006483852
382;0.01794848;0.01821042;0.01950249;0.0267064;0.03155592;0.022784742;0.00607042
383;0.01752712;0.01872695;0.01942423;0.02645582;0.03126629;0.022680082;0.005932116
384;0.01700531;0.0180665;0.01901522;0.02528958;0.03196008;0.022267338;0.00630467
385;0.0169746;0.01774646;0.01859484;0.02580966;0.03149338;0.022123788;0.006314735
386;0.01649668;0.01775171;0.01906774;0.02606487;0.03043419;0.021963038;0.006012166
387;0.01681248;0.0176396;0.01863614;0.02582887;0.0307447;0.021932358;0.006089872
388;0.01648857;0.01740027;0.0188752;0.02642946;0.03025839;0.021890378;0.006104482
389;0.01607433;0.01760439;0.01873088;0.02523297;0.02990483;0.02150948;0.005849305
390;0.01603328;0.01751444;0.01811968;0.02484363;0.0301905;0.021340306;0.005995278
391;0.01599768;0.01721718;0.01751246;0.02446204;0.02956237;0.020950346;0.005847723
392;0.01595219;0.01640271;0.01778179;0.02426967;0.029364;0.020754072;0.00585912
393;0.01617238;0.01642078;0.01729452;0.02461463;0.02952107;0.020804676;0.005989348
394;0.01533718;0.01653784;0.01768688;0.02453067;0.02891572;0.020601658;0.005858456
395;0.01510206;0.01636353;0.01717469;0.02392605;0.02882732;0.02027873;0.005876715
396;0.01493333;0.01610558;0.01711368;0.02383745;0.02886276;0.02017056;0.005964427
397;0.01466668;0.0163934;0.01699061;0.02325688;0.02772899;0.019807312;0.005492431
398;0.01426479;0.01593858;0.01676418;0.02332463;0.02799966;0.019658368;0.005794878
399;0.01491764;0.01584273;0.01650869;0.02316515;0.02805177;0.019697196;0.005694147
400;0.01410017;0.01561439;0.016248;0.02334774;0.02742302;0.019346664;0.005750944
401;0.01383581;0.01526892;0.01657996;0.02258198;0.0269673;0.019046794;0.005539493
402;0.01447756;0.01506672;0.01620256;0.02281334;0.02742686;0.019197408;0.005681274
403;0.01460342;0.01522243;0.01628511;0.02255435;0.02690092;0.019113246;0.005384338
404;0.01362888;0.01540526;0.01562819;0.02258357;0.02655029;0.018759238;0.005538484
405;0.01356377;0.01486815;0.01596747;0.02201192;0.02623321;0.018528904;0.00538754
406;0.01328867;0.01492904;0.01533849;0.02190989;0.02633291;0.0183598;0.005540497
407;0.01342193;0.01492192;0.01533854;0.02136098;0.02621342;0.018251358;0.005384172
408;0.01316735;0.01447869;0.01557614;0.02160492;0.02597444;0.018160308;0.005433412
409;0.01258142;0.01446945;0.01508364;0.02116971;0.02559663;0.01778017;0.005427826
410;0.01265304;0.01391798;0.01471894;0.02110899;0.02526558;0.017532906;0.005417144
411;0.01244447;0.01414547;0.01493919;0.02085244;0.02566775;0.017609864;0.005505898
412;0.01240621;0.0139143;0.01483621;0.02039328;0.02487101;0.017284202;0.005205039
413;0.01252159;0.01372592;0.0145684;0.02122892;0.02504392;0.01741775;0.005440686
414;0.01222454;0.0138159;0.0145006;0.02059475;0.02462207;0.017151572;0.00524628
415;0.01214716;0.01393375;0.01422974;0.02038771;0.02482031;0.017103734;0.005319923
416;0.01208358;0.0134156;0.01433101;0.02006919;0.02463791;0.016907458;0.005288133
417;0.01219344;0.01338443;0.01404131;0.020058;0.02442603;0.016820642;0.005226511
418;0.01173643;0.01319782;0.01395396;0.01999472;0.02442969;0.016662524;0.005362819
419;0.01169178;0.01323938;0.01397098;0.01969335;0.02396489;0.016512076;0.005149464
420;0.0114343;0.01309606;0.01353752;0.01983824;0.02374735;0.016330694;0.005233283
421;0.01119501;0.01308928;0.01338846;0.0197899;0.02386582;0.016265694;0.005344667
422;0.01148816;0.01285725;0.01362185;0.01946118;0.02338688;0.016163064;0.005057222
423;0.01119012;0.01275097;0.01321128;0.01927745;0.02330727;0.015947418;0.005137902
424;0.01104028;0.01240577;0.01297455;0.0191435;0.02303307;0.015719434;0.005138646
425;0.01069344;0.0124182;0.01319876;0.01910181;0.022999;0.015682242;0.005170546
426;0.01080314;0.01246041;0.01297523;0.01876825;0.02297489;0.015596384;0.005103505
427;0.01074182;0.01215437;0.0129596;0.01867409;0.02264318;0.015434612;0.005034025
428;0.01075017;0.01217901;0.01289332;0.01861694;0.02220507;0.015328902;0.004871128
429;0.01068458;0.01207677;0.01267332;0.01854474;0.02239237;0.015274356;0.004985417
430;0.01029775;0.01206511;0.01272168;0.01826315;0.02225335;0.015120208;0.004977511
431;0.01030901;0.01191051;0.01254865;0.01800867;0.02199864;0.014955096;0.004888313
432;0.0100307;0.01161382;0.01232929;0.01796825;0.02192586;0.014773584;0.004995362
433;0.01001204;0.01182114;0.01241137;0.0177967;0.02147055;0.01470236;0.004767927
434;0.01001118;0.01161075;0.01229473;0.01788801;0.02148443;0.01465782;0.004834688
435;0.00997229;0.01139187;0.01202676;0.01770388;0.02143205;0.01450537;0.004863013
436;0.00984263;0.01162457;0.01202272;0.0174918;0.02131355;0.014459054;0.004781816
437;0.00974757;0.0112803;0.01185571;0.0174279;0.02140709;0.014343714;0.004901599
438;0.00958747;0.01128969;0.01184685;0.01721528;0.02118816;0.01422549;0.004827155
439;0.00950872;0.01106651;0.01174157;0.0172765;0.02100968;0.014120596;0.004839313
440;0.0093921;0.01098347;0.01174699;0.01723541;0.02082474;0.014036542;0.004807456
441;0.00948406;0.01100707;0.0117893;0.01697435;0.02086817;0.01402459;0.004750106
442;0.00947866;0.01102538;0.01160965;0.01698745;0.02075293;0.013970814;0.004730944
443;0.00929059;0.01082705;0.01156597;0.01694356;0.02052822;0.013831078;0.004725203
444;0.00909354;0.0108371;0.01142862;0.0170096;0.02044855;0.013763482;0.004771034
445;0.00912936;0.01082416;0.01126833;0.01668829;0.02055142;0.013692312;0.004768274
446;0.00881622;0.01075638;0.01118213;0.01658763;0.02031049;0.01353057;0.004763122
447;0.00885423;0.0107062;0.01112197;0.01652914;0.02043394;0.013529096;0.004803501
448;0.00875785;0.01044558;0.01108178;0.01628707;0.020189;0.013352256;0.004745171
449;0.00867994;0.01035119;0.01098361;0.0163063;0.01986925;0.013238058;0.004679204
450;0.0087202;0.01027284;0.01092938;0.01615518;0.01981991;0.013179502;0.004646149
451;0.00852637;0.01023805;0.01083297;0.016176;0.01967692;0.013090062;0.004662763
452;0.00844525;0.01019055;0.01076594;0.01602779;0.01955071;0.012996048;0.004628958
453;0.00841891;0.01010836;0.01072849;0.01584915;0.01950514;0.01292201;0.00460738
454;0.00842049;0.01004597;0.0106884;0.01586631;0.01957506;0.012919246;0.004649092
455;0.00830174;0.0099989;0.01054231;0.01583627;0.01931321;0.012798486;0.004604848
456;0.00836602;0.00993182;0.01064275;0.01576315;0.01920892;0.012782532;0.004538539
457;0.00812747;0.00993294;0.01048646;0.01574807;0.01922803;0.012704594;0.0046198
458;0.00813451;0.00984663;0.01041886;0.01557958;0.01916006;0.012627928;0.004587685
459;0.00800451;0.00983295;0.01038525;0.01558893;0.01916365;0.012595058;0.004628588
460;0.00800374;0.00977031;0.0103331;0.01539567;0.01902476;0.012505516;0.004563997
461;0.00788766;0.00967523;0.01032376;0.01538236;0.01899313;0.012452428;0.004594737
462;0.00786333;0.009647;0.0103135;0.01543728;0.01880366;0.012412954;0.004548213
463;0.00791616;0.00960014;0.01023112;0.01537485;0.0187651;0.012377474;0.004527962
464;0.00784046;0.00954739;0.01015228;0.0153607;0.01882472;0.01234511;0.00458276
465;0.00776691;0.00961279;0.01011896;0.01524572;0.01872996;0.012294868;0.004542809
466;0.0077251;0.00951708;0.01008183;0.01517836;0.01866839;0.012234152;0.004539116
467;0.00766168;0.00942332;0.0100974;0.01512805;0.01865507;0.012193104;0.004554349
468;0.00765467;0.00938368;0.00998718;0.01500094;0.01846178;0.01209765;0.00448584
469;0.00756471;0.0093616;0.00996963;0.01505248;0.01849358;0.0120884;0.004533224
470;0.00755879;0.00937374;0.00988574;0.01494362;0.01843576;0.01203953;0.004504658
471;0.00749254;0.00928513;0.00988481;0.01492259;0.01841541;0.012000096;0.004523847
472;0.00744055;0.00928712;0.0098514;0.01491056;0.01834875;0.011967676;0.004514907
473;0.00741176;0.00925324;0.0098302;0.01478141;0.01829066;0.011913454;0.004488203
474;0.00739699;0.00919216;0.0097846;0.01478768;0.0182422;0.011880726;0.004490121
475;0.00736741;0.00915316;0.00977301;0.01471725;0.01819248;0.011840662;0.004475717
476;0.0073486;0.0091413;0.00975375;0.01469969;0.01816069;0.011820806;0.004470324
477;0.00730795;0.00911643;0.00971642;0.01470036;0.01813676;0.011795584;0.004480175
478;0.0072636;0.00909911;0.00971334;0.01468989;0.01807301;0.01176779;0.004470034
479;0.00728822;0.00906605;0.00968289;0.01460045;0.01806962;0.011741446;0.004456633
480;0.00722255;0.0090378;0.00964122;0.01463667;0.01802318;0.011712284;0.004471558
481;0.00720453;0.00903499;0.00962273;0.01455294;0.01799641;0.01168232;0.004455588
482;0.00716519;0.00901077;0.00959801;0.01453889;0.01798977;0.011660526;0.004467313
483;0.00716466;0.00898173;0.009596;0.01453121;0.01794377;0.011643474;0.00445448
484;0.00716472;0.00895199;0.00956678;0.01449396;0.01793117;0.011621724;0.004451798
485;0.00712097;0.00893652;0.00955887;0.01448755;0.01790243;0.011601268;0.00445479
486;0.0071092;0.00894197;0.00952769;0.01444916;0.01786663;0.01157893;0.00444165
487;0.007086;0.00891536;0.0095142;0.01444422;0.01787044;0.011566044;0.004453546
488;0.007071;0.00890272;0.009505;0.01441001;0.01784259;0.011546264;0.00444488
489;0.00705086;0.00888296;0.00948916;0.01439489;0.01783061;0.011529696;0.004448028
490;0.00703738;0.00887255;0.00947764;0.01438606;0.01780087;0.0115149;0.004442342
491;0.00703064;0.00885626;0.0094665;0.01437507;0.01779474;0.011504642;0.004443797
492;0.00702253;0.00884988;0.0094591;0.01435881;0.01778113;0.01149429;0.004440196
493;0.00701048;0.00884168;0.00945007;0.01435743;0.01777265;0.011486462;0.004442263
494;0.00700448;0.00884032;0.00944201;0.01434804;0.01775946;0.011478862;0.004438718
495;0.00699801;0.00883045;0.00943699;0.01433689;0.01774701;0.01146987;0.004436185
496;0.00699254;0.00882579;0.00943068;0.014332;0.01774598;0.011465398;0.004437826
497;0.00698862;0.00882167;0.00942845;0.01432562;0.01773738;0.011460348;0.004435609
498;0.00698224;0.0088207;0.00942826;0.01432526;0.01773637;0.011458566;0.004436968
499;0.00698457;0.00881575;0.0094265;0.01431948;0.01772966;0.011455192;0.004434011
